"id";"codigo_arancelario";"nivel";"c_n_code";"longitud_cn_code";"descripcion";"parent_id"
9361;"640359350080";10;"6403 59 35";10;------- Para hombres;9360
9362;"640359390080";10;"6403 59 39";10;------- Para mujeres;9360
9363;"640359500080";7;"6403 59 50";10;---- Pantuflas y demás calzado de casa;9355
9364;"640359910010";7;"";0;---- Los demás, con plantilla de longitud;9355
9365;"640359910080";8;"6403 59 91";10;----- Inferior a 24 cm;9364
9366;"640359950010";8;"";0;----- Superior o igual a 24 cm;9364
9367;"640359950080";9;"6403 59 95";10;------ Para hombres;9366
9368;"640359990080";9;"6403 59 99";10;------ Para mujeres;9366
9369;"640391000010";4;"";0;- Los demás calzados;9333
9370;"640391000080";5;"6403 91";7;-- Que cubran el tobillo;9369
9371;"640391050080";6;"6403 91 05";10;--- Con palmilla o plataforma de madera, sin plantillas;9370
9372;"640391110010";6;"";0;--- Los demás;9370
9373;"640391110020";7;"";0;---- Que cubran el tobillo, pero no la pantorrilla, con plantilla de longitud;9372
9374;"640391110080";8;"6403 91 11";10;----- Inferior a 24 cm;9373
9375;"640391130010";8;"";0;----- Superior o igual a 24 cm;9373
9376;"640391130080";9;"6403 91 13";10;------ Calzado que no sea identificable como calzado para hombres o para mujeres;9375
9377;"640391160010";9;"";0;------ Los demás;9375
9378;"640391160080";10;"6403 91 16";10;------- Para hombres;9377
9379;"640391180080";10;"6403 91 18";10;------- Para mujeres;9377
9380;"640391910010";7;"";0;---- Los demás, con plantilla de longitud;9372
9381;"640391910080";8;"6403 91 91";10;----- Inferior a 24 cm;9380
9382;"640391930010";8;"";0;----- Superior o igual a 24 cm;9380
9383;"640391930080";9;"6403 91 93";10;------ Calzado que no sea identificable como calzado para hombres o para mujeres;9382
9384;"640391960010";9;"";0;------ Los demás;9382
9385;"640391960080";10;"6403 91 96";10;------- Para hombres;9384
9386;"640391980080";10;"6403 91 98";10;------- Para mujeres;9384
9387;"640399000080";5;"6403 99";7;-- Los demás;9369
9388;"640399050080";6;"6403 99 05";10;--- Con palmilla o plataforma de madera, sin plantillas;9387
9389;"640399110010";6;"";0;--- Los demás;9387
9390;"640399110020";7;"";0;---- Calzado constituido por tiras o con una o varias hendiduras;9389
9391;"640399110080";8;"6403 99 11";10;----- Con tacón de altura superior a 3 cm, incluida la tapa;9390
9392;"640399310010";8;"";0;----- Los demás, con plantilla de longitud;9390
9393;"640399310080";9;"6403 99 31";10;------ Inferior a 24 cm;9392
9394;"640399330010";9;"";0;------ Superior o igual a 24 cm;9392
9395;"640399330080";10;"6403 99 33";10;------- Calzado que no sea identificable como calzado para hombres o para mujeres;9394
9396;"640399360010";10;"";0;------- Los demás;9394
9397;"640399360080";11;"6403 99 36";10;-------- Para hombres;9396
9398;"640399380080";11;"6403 99 38";10;-------- Para mujeres;9396
9399;"640399500080";7;"6403 99 50";10;---- Pantuflas y demás calzado de casa;9389
9400;"640399910010";7;"";0;---- Los demás, con plantilla de longitud;9389
9401;"640399910080";8;"6403 99 91";10;----- Inferior a 24 cm;9400
9402;"640399930010";8;"";0;----- Superior o igual a 24 cm;9400
9403;"640399930080";9;"6403 99 93";10;------ Calzado que no sea identificable como calzado para hombres o para mujeres;9402
9404;"640399960010";9;"";0;------ Los demás;9402
9405;"640399960080";10;"6403 99 96";10;------- Para hombres;9404
9406;"640399980080";10;"6403 99 98";10;------- Para mujeres;9404
9407;"640400000080";3;"6404";4;Calzado con suela de caucho, plástico, cuero natural o regenerado y parte superior de materia textil;9298
9408;"640411000010";4;"";0;- Calzado con suela de caucho o plástico;9407
9409;"640411000080";5;"6404 11 00";10;"-- Calzado de deporte; calzado de tenis, baloncesto, gimnasia, entrenamiento y calzados similares";9408
9410;"640419000080";5;"6404 19";7;-- Los demás;9408
9411;"640419100080";6;"6404 19 10";10;--- Pantuflas y demás calzado de casa;9410
9412;"640419900080";6;"6404 19 90";10;--- Los demás;9410
9413;"640420000080";4;"6404 20";7;- Calzado con suela de cuero natural o regenerado;9407
9414;"640420100080";5;"6404 20 10";10;-- Pantuflas y demás calzado de casa;9413
9415;"640420900080";5;"6404 20 90";10;-- Los demás;9413
9416;"640500000080";3;"6405";4;Los demás calzados;9298
9417;"640510000080";4;"6405 10 00";10;- Con la parte superior de cuero natural o regenerado;9416
9418;"640520000080";4;"6405 20";7;- Con la parte superior de materia textil;9416
9419;"640520100080";5;"6405 20 10";10;-- Con suela de madera o de corcho;9418
9420;"640520910010";5;"";0;-- Con suela de otras materias;9418
9421;"640520910080";6;"6405 20 91";10;--- Pantuflas y demás calzado de casa;9420
9422;"640520990080";6;"6405 20 99";10;--- Los demás;9420
9423;"640590000080";4;"6405 90";7;- Los demás;9416
9424;"640590100080";5;"6405 90 10";10;-- Con suela de caucho, de plástico, de cuero natural o regenerado;9423
9425;"640590900080";5;"6405 90 90";10;-- Con suela de otras materias;9423
9426;"640600000080";3;"6406";4;"Partes de calzado (incluidas las partes superiores fijadas a las palmillas distintas de la suela); plantillas, taloneras y artículos similares, amovibles; polainas y artículos similares, y sus partes";9298
9427;"640610000080";4;"6406 10";7;- Partes superiores de calzado y sus partes (excepto los contrafuertes y punteras duras);9426
9428;"640610100080";5;"6406 10 10";10;-- De cuero natural;9427
9429;"640610900080";5;"6406 10 90";10;-- De otras materias;9427
9430;"640620000080";4;"6406 20";7;- Suelas y tacones (tacos), de caucho o plástico;9426
9431;"640620100080";5;"6406 20 10";10;-- De caucho;9430
9432;"640620900080";5;"6406 20 90";10;-- De plástico;9430
9433;"640690000080";4;"6406 90";7;- Los demás;9426
9434;"640690300080";5;"6406 90 30";10;-- Conjunto formado por la parte superior del calzado fijo a la plantilla o a otras partes inferiores, pero sin suela;9433
9435;"640690500080";5;"6406 90 50";10;-- Plantillas y demás accesorios amovibles;9433
9436;"640690600080";5;"6406 90 60";10;-- Suelas de cuero natural o regenerado;9433
9437;"640690900080";5;"6406 90 90";10;-- Los demás;9433
9438;"650021000090";2;"65";2;CAPÍTULO 65 - SOMBREROS, DEMÁS TOCADOS, Y SUS PARTES;9297
9439;"650100000080";3;"6501 00 00";10;Cascos sin ahormado ni perfilado del ala, platos (discos) y cilindros, aunque estén cortados en el sentido de la altura, de fieltro, para sombreros;9438
9440;"650200000080";3;"6502 00 00";10;Cascos para sombreros, trenzados o fabricados por unión de tiras de cualquier materia, sin ahormado ni perfilado del ala y sin guarnecer;9438
9441;"650400000080";3;"6504 00 00";10;Sombreros y demás tocados, trenzados o fabricados por unión de tiras de cualquier materia, incluso guarnecidos;9438
9442;"650500000080";3;"6505 00";7;"Sombreros y demás tocados, de punto o confeccionados con encaje, fieltro u otro producto textil, en pieza (pero no en tiras), incluso guarnecidos; redecillas para el cabello, de cualquier materia, incluso guarnecidas";9438
9443;"650500100080";4;"6505 00 10";10;- De fieltro de pelo o de fieltro de lana y pelo fabricados con cascos o platos de la partida 65010000;9442
9444;"650500300010";4;"";0;- Los demás;9442
9445;"650500300080";5;"6505 00 30";10;-- Gorras, quepis y similares con visera;9444
9446;"650500900080";5;"6505 00 90";10;-- Los demás;9444
9447;"650600000080";3;"6506";4;Los demás sombreros y tocados, incluso guarnecidos;9438
9448;"650610000080";4;"6506 10";7;- Cascos de seguridad;9447
9449;"650610100080";5;"6506 10 10";10;-- De plástico;9448
9450;"650610800080";5;"6506 10 80";10;-- De las demás materias;9448
9451;"650691000010";4;"";0;- Los demás;9447
9452;"650691000080";5;"6506 91 00";10;-- De caucho o plástico;9451
9453;"650699000080";5;"6506 99";7;-- De las demás materias;9451
9454;"650699100080";6;"6506 99 10";10;--- De fieltro de pelo o de fieltro de lana y pelo fabricados con cascos o platos de la partida 65010000;9453
9455;"650699900080";6;"6506 99 90";10;--- Los demás;9453
9456;"650700000080";3;"6507 00 00";10;Desudadores, forros, fundas, armaduras, viseras y barboquejos (barbijos), para sombreros y demás tocados;9438
9457;"660021000090";2;"66";2;CAPÍTULO 66 - PARAGUAS, SOMBRILLAS, QUITASOLES, BASTONES, BASTONES ASIENTO, LÁTIGOS, FUSTAS, Y SUS PARTES;9297
9458;"660100000080";3;"6601";4;Paraguas, sombrillas y quitasoles (incluidos los paraguas bastón, los quitasoles toldo y artículos similares);9457
9459;"660110000080";4;"6601 10 00";10;- Quitasoles toldo y artículos similares;9458
9460;"660191000010";4;"";0;- Los demás;9458
9461;"660191000080";5;"6601 91 00";10;-- Con astil o mango telescópico;9460
9462;"660199000080";5;"6601 99";7;-- Los demás;9460
9463;"660199200080";6;"6601 99 20";10;--- Con cubierta de tejidos de materia textil;9462
9464;"660199900080";6;"6601 99 90";10;--- Los demás;9462
9465;"660200000080";3;"6602 00 00";10;Bastones, bastones asiento, látigos, fustas y artículos similares;9457
9466;"660300000080";3;"6603";4;Partes, guarniciones y accesorios para los artículos de las partidas 6601 o 6602;9457
9467;"660320000080";4;"6603 20 00";10;- Monturas ensambladas, incluso con el astil o mango, para paraguas, sombrillas o quitasoles;9466
9468;"660390000080";4;"6603 90";7;- Los demás;9466
9469;"660390100080";5;"6603 90 10";10;-- Puños y pomos;9468
9470;"660390900080";5;"6603 90 90";10;-- Los demás;9468
9471;"670021000090";2;"67";2;"CAPÍTULO 67 - PLUMAS Y PLUMÓN PREPARADOS Y ARTÍCULOS DE PLUMAS O PLUMÓN; FLORES ARTIFICIALES; MANUFACTURAS DE CABELLO";9297
9472;"670100000080";3;"6701 00 00";10;"Pieles y demás partes de ave con sus plumas o plumón; plumas, partes de plumas, plumón y artículos de estas materias (excepto los productos de la partida 0505 y los cañones y astiles de plumas, trabajados)";9471
9473;"670200000080";3;"6702";4;"Flores, follaje y frutos, artificiales, y sus partes; artículos confeccionados con flores, follaje o frutos, artificiales";9471
9474;"670210000080";4;"6702 10 00";10;- De plástico;9473
9475;"670290000080";4;"6702 90 00";10;- De las demás materias;9473
9476;"670300000080";3;"6703 00 00";10;"Cabello peinado, afinado, blanqueado o preparado de otra forma; lana, pelo u otra materia textil, preparados para la fabricación de pelucas o artículos similares";9471
9477;"670400000080";3;"6704";4;"Pelucas, barbas, cejas, pestañas, mechones y artículos análogos, de cabello, pelo o materia textil; manufacturas de cabello no expresadas ni comprendidas en otra parte";9471
9478;"670411000010";4;"";0;- De materia textil sintética;9477
9479;"670411000080";5;"6704 11 00";10;-- Pelucas que cubran toda la cabeza;9478
9480;"670419000080";5;"6704 19 00";10;-- Los demás;9478
9481;"670420000080";4;"6704 20 00";10;- De cabello;9477
9482;"670490000080";4;"6704 90 00";10;- De las demás materias;9477
9483;"680011000090";1;XIII;4;"SECCIÓN XIII - MANUFACTURAS DE PIEDRA, YESO FRAGUABLE, CEMENTO, AMIANTO (ASBESTO), MICA O MATERIAS ANÁLOGAS; PRODUCTOS CERÁMICOS; VIDRIO Y SUS MANUFACTURAS";
9484;"680021000090";2;"68";2;CAPÍTULO 68 - MANUFACTURAS DE PIEDRA, YESO FRAGUABLE, CEMENTO, AMIANTO (ASBESTO), MICA O MATERIAS ANÁLOGAS;9483
9485;"680100000080";3;"6801 00 00";10;Adoquines, encintado (bordillos) y losas para pavimentos, de piedra natural (excepto la pizarra);9484
9486;"680200000080";3;"6802";4;"Piedras de talla o de construcción trabajadas (excluida la pizarra) y sus manufacturas, excepto de la partida 6801; cubos, dados y artículos similares para mosaicos, de piedra natural (incluida la pizarra), aunque estén sobre soporte; gránulos, tasquiles (fragmentos) y polvo de piedra natural (incluida la pizarra), coloreados artificialmente";9484
9487;"680210000080";4;"6802 10 00";10;"- Losetas, cubos, dados y artículos similares, incluso de forma distinta a la cuadrada o rectangular, en los que la superficie mayor pueda inscribirse en un cuadrado de lado inferior a 7 cm; gránulos, tasquiles (fragmentos) y polvo, coloreados artificialmente";9486
9488;"680221000010";4;"";0;- Las demás piedras de talla o de construcción y sus manufacturas, simplemente talladas o aserradas, con superficie plana o lisa;9486
9489;"680221000080";5;"6802 21 00";10;-- Mármol, travertinos y alabastro;9488
9490;"680223000080";5;"6802 23 00";10;-- Granito;9488
9491;"680229000080";5;"6802 29 00";10;-- Las demás piedras;9488
9492;"680291000010";4;"";0;- Los demás;9486
9493;"680291000080";5;"6802 91 00";10;-- Mármol, travertinos y alabastro;9492
9494;"680292000080";5;"6802 92 00";10;-- Las demás piedras calizas;9492
9495;"680293000080";5;"6802 93";7;-- Granito;9492
9496;"680293100080";6;"6802 93 10";10;--- Pulimentado, decorado o trabajado de otro modo, pero sin esculpir, de peso neto superior o igual a 10 kg;9495
9497;"680293900080";6;"6802 93 90";10;--- Los demás;9495
9498;"680299000080";5;"6802 99";7;-- Las demás piedras;9492
9499;"680299100080";6;"6802 99 10";10;--- Pulimentadas, decoradas o trabajadas de otro modo, pero sin esculpir, de peso neto superior o igual a 10 kg;9498
9500;"680299900080";6;"6802 99 90";10;--- Las demás;9498
9501;"680300000080";3;"6803 00";7;Pizarra natural trabajada y manufacturas de pizarra natural o aglomerada;9484
9502;"680300100080";4;"6803 00 10";10;- Pizarras para tejados y fachadas;9501
9503;"680300900080";4;"6803 00 90";10;- Las demás;9501
9504;"680400000080";3;"6804";4;Muelas y artículos similares, sin bastidor, para moler, desfibrar, triturar, afilar, pulir, rectificar, cortar o trocear, piedras de afilar o pulir a mano, y sus partes, de piedra natural, de abrasivos naturales o artificiales aglomerados o de cerámica, incluso con partes de las demás materias;9484
9505;"680410000080";4;"6804 10 00";10;- Muelas para moler o desfibrar;9504
9506;"680421000010";4;"";0;- Las demás muelas y artículos similares;9504
9507;"680421000080";5;"6804 21 00";10;-- De diamante natural o sintético, aglomerado;9506
9508;"680422000080";5;"6804 22";7;-- De los demás abrasivos aglomerados o de cerámica;9506
9509;"680422120010";6;"";0;--- De abrasivos artificiales con aglomerante;9508
9510;"680422120020";7;"";0;---- De resinas sintéticas o artificiales;9509
9511;"680422120080";8;"6804 22 12";10;----- Sin reforzar;9510
9512;"680422180080";8;"6804 22 18";10;----- Reforzadas;9510
9513;"680422300080";7;"6804 22 30";10;---- De cerámica o de silicatos;9509
9514;"680422500080";7;"6804 22 50";10;---- De las demás materias;9509
9515;"680422900080";6;"6804 22 90";10;--- Las demás;9508
9516;"680423000080";5;"6804 23 00";10;-- De piedras naturales;9506
9517;"680430000080";4;"6804 30 00";10;- Piedras de afilar o pulir a mano;9504
9518;"680500000080";3;"6805";4;Abrasivos naturales o artificiales en polvo o gránulos con soporte de materia textil, papel, cartón u otras materias, incluso recortados, cosidos o unidos de otra forma;9484
9519;"680510000080";4;"6805 10 00";10;- Con soporte constituido solamente por tejido de materia textil;9518
9520;"680520000080";4;"6805 20 00";10;- Con soporte constituido solamente por papel o cartón;9518
9521;"680530000080";4;"6805 30 00";10;- Con soporte de las demás materias;9518
9522;"680600000080";3;"6806";4;"Lana de escoria, de roca y lanas minerales similares; vermiculita dilatada, arcilla dilatada, espuma de escoria y productos minerales similares dilatados; mezclas y manufacturas de materias minerales para aislamiento térmico o acústico o para la absorción del sonido (excepto las de las partidas 6811 o 6812 o del Capítulo 69)";9484
9523;"680610000080";4;"6806 10 00";10;- Lana de escoria, de roca y lanas minerales similares, incluso mezcladas entre sí, en masa, hojas o enrolladas;9522
9524;"680620000080";4;"6806 20";7;- Vermiculita dilatada, arcilla dilatada, espuma de escoria y productos minerales similares dilatados, incluso mezclados entre sí;9522
9525;"680620100080";5;"6806 20 10";10;-- Arcilla dilatada;9524
9526;"680620900080";5;"6806 20 90";10;-- Los demás;9524
9527;"680690000080";4;"6806 90 00";10;- Los demás;9522
9528;"680700000080";3;"6807";4;Manufacturas de asfalto o de productos similares (por ejemplo: pez de petróleo, brea);9484
9529;"680710000080";4;"6807 10 00";10;- En rollos;9528
9530;"680790000080";4;"6807 90 00";10;- Las demás;9528
9531;"680800000080";3;"6808 00 00";10;Paneles, placas, losetas, bloques y artículos similares, de fibra vegetal, paja o viruta, de plaquitas o partículas, o de aserrín o demás desperdicios de madera, aglomerados con cemento, yeso fraguable o demás aglutinantes minerales;9484
9532;"680900000080";3;"6809";4;Manufacturas de yeso fraguable o de preparaciones a base de yeso fraguable;9484
9533;"680911000010";4;"";0;- Placas, hojas, paneles, losetas y artículos similares, sin adornos;9532
9534;"680911000080";5;"6809 11 00";10;-- Revestidos o reforzados exclusivamente con papel o cartón;9533
9535;"680919000080";5;"6809 19 00";10;-- Los demás;9533
9536;"680990000080";4;"6809 90 00";10;- Las demás manufacturas;9532
9537;"681000000080";3;"6810";4;Manufacturas de cemento, hormigón o piedra artificial, incluso armadas;9484
9538;"681011000010";4;"";0;- Tejas, losetas, losas, ladrillos y artículos similares;9537
9539;"681011000080";5;"6810 11";7;-- Bloques y ladrillos para la construcción;9538
9540;"681011100080";6;"6810 11 10";10;--- De hormigón ligero (por ejemplo: a base de piedra pómez, de escorias granuladas);9539
9541;"681011900080";6;"6810 11 90";10;--- Los demás;9539
9542;"681019000080";5;"6810 19 00";10;-- Los demás;9538
9543;"681091000010";4;"";0;- Las demás manufacturas;9537
9544;"681091000080";5;"6810 91 00";10;-- Elementos prefabricados para la construcción o ingeniería civil;9543
9545;"681099000080";5;"6810 99 00";10;-- Las demás;9543
9546;"681100000080";3;"6811";4;Manufacturas de amiantocemento, celulosacemento o similares;9484
9547;"681140000080";4;"6811 40 00";10;- Que contengan amianto (asbesto);9546
9548;"681181000010";4;"";0;- Que no contengan amianto (asbesto);9546
9549;"681181000080";5;"6811 81 00";10;-- Placas onduladas;9548
9550;"681182000080";5;"6811 82 00";10;-- Las demás placas, paneles, losetas, tejas y artículos similares;9548
9551;"681189000080";5;"6811 89 00";10;-- Las demás manufacturas;9548
9552;"681200000080";3;"6812";4;"Amianto (asbesto) en fibras trabajado; mezclas a base de amianto o a base de amianto y carbonato de magnesio; manufacturas de estas mezclas o de amianto (por ejemplo: hilados, tejidos, prendas de vestir, sombreros y demás tocados, calzado, juntas), incluso armadas (excepto las de las partidas 6811 o 6813)";9484
9553;"681280000080";4;"6812 80";7;- De crocidolita;9552
9554;"681280100080";5;"6812 80 10";10;"-- En fibras trabajado; mezclas a base de amianto o a base de amianto y carbonato de magnesio";9553
9555;"681280900080";5;"6812 80 90";10;-- Las demás;9553
9556;"681291000010";4;"";0;- Las demás;9552
9557;"681291000080";5;"6812 91 00";10;-- Prendas y complementos (accesorios), de vestir, calzado y sombreros y demás tocados;9556
9558;"681299000080";5;"6812 99";7;-- Las demás;9556
9559;"681299100080";6;"6812 99 10";10;"--- Amianto (asbesto) en fibras trabajado; mezclas a base de amianto o a base de amianto y carbonato de magnesio";9558
9560;"681299900080";6;"6812 99 90";10;--- Las demás;9558
9561;"681300000080";3;"6813";4;Guarniciones de fricción (por ejemplo: hojas, rollos, tiras, segmentos, discos, arandelas, plaquitas) sin montar, para frenos, embragues o cualquier órgano de frotamiento, a base de amianto (asbesto), de otras sustancias minerales o de celulosa, incluso combinados con textiles o demás materias;9484
9562;"681320000080";4;"6813 20 00";10;- Que contengan amianto (asbesto);9561
9563;"681381000010";4;"";0;- Que no contengan amianto (asbesto);9561
9564;"681381000080";5;"6813 81 00";10;-- Guarniciones para frenos;9563
9565;"681389000080";5;"6813 89 00";10;-- Las demás;9563
9566;"681400000080";3;"6814";4;Mica trabajada y manufacturas de mica, incluida la aglomerada o reconstituida, incluso con soporte de papel, cartón o demás materias;9484
9567;"681410000080";4;"6814 10 00";10;- Placas, hojas y tiras de mica aglomerada o reconstituida, incluso con soporte;9566
9568;"681490000080";4;"6814 90 00";10;- Las demás;9566
9569;"681500000080";3;"6815";4;Manufacturas de piedra o demás materias minerales (incluidas las fibras de carbono y sus manufacturas y las manufacturas de turba), no expresadas ni comprendidas en otra parte;9484
9570;"681511000010";4;"";0;"- Fibras de carbono; manufacturas de fibras de carbono para usos distintos de los eléctricos; las demás manufacturas de grafito u otros carbonos, para usos distintos de los eléctricos";9569
9571;"681511000080";5;"6815 11 00";10;-- Fibras de carbono;9570
9572;"681512000080";5;"6815 12 00";10;-- Textiles de fibras de carbono;9570
9573;"681513000080";5;"6815 13 00";10;-- Las demás manufacturas de fibras de carbono;9570
9574;"681519000080";5;"6815 19 00";10;-- Las demás;9570
9575;"681520000080";4;"6815 20 00";10;- Manufacturas de turba;9569
9576;"681591000010";4;"";0;- Las demás manufacturas;9569
9577;"681591000080";5;"6815 91 00";10;-- Que contengan magnesita, magnesia en forma de periclasa, dolomita incluida la cal dolomítica, o cromita;9576
9578;"681599000080";5;"6815 99 00";10;-- Las demás;9576
9579;"690021000090";2;"69";2;CAPÍTULO 69 - PRODUCTOS CERÁMICOS;9483
9580;"690100000010";3;"";0;I. PRODUCTOS DE HARINAS SILÍCEAS FÓSILES O DE TIERRAS SÍLICEAS ANÁLOGAS Y PRODUCTOS REFRACTARIOS;9579
9581;"690100000080";3;"6901 00 00";10;Ladrillos, placas, baldosas y demás piezas cerámicas de harinas silíceas fósiles (por ejemplo: «kieselguhr», tripolita, diatomita) o de tierras silíceas análogas;9580
9582;"690200000080";3;"6902";4;Ladrillos, placas, baldosas y demás piezas cerámicas análogas de construcción, refractarios (excepto los de harinas silíceas fósiles o de tierras silíceas análogas);9580
9583;"690210000080";4;"6902 10 00";10;- Con un contenido de los elementos Mg (magnesio), Ca (calcio) o Cr (cromo), considerados aislada o conjuntamente, superior al 50 % en peso, expresados en MgO (óxido de magnesio), CaO (óxido de calcio) o Cr2O3 (óxido crómico);9582
9584;"690220000080";4;"6902 20";7;- Con un contenido de alúmina (Al2O3), de sílice (SiO2) o de una mezcla o combinación de estos productos, superior al 50 % en peso;9582
9585;"690220100080";5;"6902 20 10";10;-- Con un contenido de sílice (SiO2) superior o igual al 93 % en peso;9584
9586;"690220910010";5;"";0;-- Los demás;9584
9587;"690220910080";6;"6902 20 91";10;--- Con un contenido de alúmina (Al2O3) superior al 7 % pero inferior al 45 % en peso;9586
9588;"690220990080";6;"6902 20 99";10;--- Los demás;9586
9589;"690290000080";4;"6902 90 00";10;- Los demás;9582
9590;"690300000080";3;"6903";4;Los demás artículos cerámicos refractarios (por ejemplo: retortas, crisoles, muflas, toberas, tapones, soportes, copelas, tubos, fundas, varillas, compuertas deslizantes), excepto los de harinas silíceas fósiles o de tierras silíceas análogas;9580
9591;"690310000080";4;"6903 10 00";10;- Con un contenido de carbono libre, superior al 50 % en peso;9590
9592;"690320000080";4;"6903 20";7;- Con un contenido de alúmina (Al2O3) o de una mezcla o combinación de alúmina y de sílice (SiO2), superior al 50 % en peso;9590
9593;"690320100080";5;"6903 20 10";10;-- Con un contenido de alúmina (Al2O3) inferior al 45 % en peso;9592
9594;"690320900080";5;"6903 20 90";10;-- Con un contenido de alúmina (Al2O3) superior o igual al 45 % en peso;9592
9595;"690390000080";4;"6903 90";7;- Los demás;9590
9596;"690390100080";5;"6903 90 10";10;-- Con un contenido de carbono libre superior al 25 % pero inferior o igual al 50 % en peso;9595
9597;"690390900080";5;"6903 90 90";10;-- Los demás;9595
9598;"690400000010";3;"";0;II. LOS DEMÁS PRODUCTOS CERÁMICOS;9579
9599;"690400000080";3;"6904";4;Ladrillos de construcción, bovedillas, cubrevigas y artículos similares, de cerámica;9598
9600;"690410000080";4;"6904 10 00";10;- Ladrillos de construcción;9599
9601;"690490000080";4;"6904 90 00";10;- Los demás;9599
9602;"690500000080";3;"6905";4;Tejas, elementos de chimenea, conductos de humo, ornamentos arquitectónicos y demás artículos cerámicos de construcción;9598
9603;"690510000080";4;"6905 10 00";10;- Tejas;9602
9604;"690590000080";4;"6905 90 00";10;- Los demás;9602
9605;"690600000080";3;"6906 00 00";10;Tubos, canalones y accesorios de tubería, de cerámica;9598
9668;"700319000080";5;"7003 19";7;-- Las demás;9662
9606;"690700000080";3;"6907";4;"Placas y baldosas, de cerámica, para pavimentación o revestimiento; cubos, dados y artículos similares, de cerámica, para mosaicos, incluso con soporte; piezas de acabado, de cerámica";9598
9607;"690721000010";4;"";0;- Placas y baldosas, para pavimentación o revestimiento, excepto las  de las subpartidas 690730 y 690740;9606
9608;"690721000080";5;"6907 21 00";10;-- Con un coeficiente de absorción de agua inferior o igual al 0,5 % en peso;9607
9609;"690722000080";5;"6907 22 00";10;-- Con un coeficiente de absorción de agua superior al 0,5 % pero inferior o igual al 10 %, en peso;9607
9610;"690723000080";5;"6907 23 00";10;-- Con un coeficiente de absorción de agua superior al 10 % en peso;9607
9611;"690730000080";4;"6907 30 00";10;- Cubos, dados y artículos similares para mosaicos, excepto los de la subpartida 690740;9606
9612;"690740000080";4;"6907 40 00";10;- Piezas de acabado;9606
9613;"690900000080";3;"6909";4;"Aparatos y artículos, de cerámica, para usos químicos o demás usos técnicos; abrevaderos, pilas y recipientes similares, de cerámica, para uso rural; cántaros y recipientes similares, de cerámica, para transporte o envasado";9598
9614;"690911000010";4;"";0;- Aparatos y artículos para usos químicos o demás usos técnicos;9613
9615;"690911000080";5;"6909 11 00";10;-- De porcelana;9614
9616;"690912000080";5;"6909 12 00";10;-- Artículos con una dureza igual o superior a 9 en la escala de Mohs;9614
9617;"690919000080";5;"6909 19 00";10;-- Los demás;9614
9618;"690990000080";4;"6909 90 00";10;- Los demás;9613
9619;"691000000080";3;"6910";4;Fregaderos (piletas de lavar), lavabos, pedestales de lavabo, bañeras, bidés, inodoros, cisternas (depósitos de agua) para inodoros, urinarios y aparatos fijos similares, de cerámica, para usos sanitarios;9598
9620;"691010000080";4;"6910 10 00";10;- De porcelana;9619
9621;"691090000080";4;"6910 90 00";10;- Los demás;9619
9622;"691100000080";3;"6911";4;Vajilla y demás artículos de uso doméstico, higiene o tocador, de porcelana;9598
9623;"691110000080";4;"6911 10 00";10;- Artículos para el servicio de mesa o cocina;9622
9624;"691190000080";4;"6911 90 00";10;- Los demás;9622
9625;"691200000080";3;"6912 00";7;Vajilla y demás artículos de uso doméstico, higiene o tocador, de cerámica (excepto porcelana);9598
9626;"691200210010";4;"";0;- Artículos para el servicio de mesa o cocina;9625
9627;"691200210080";5;"6912 00 21";10;-- De barro ordinario;9626
9628;"691200230080";5;"6912 00 23";10;-- De gres;9626
9629;"691200250080";5;"6912 00 25";10;-- De loza o de barro fino;9626
9630;"691200290080";5;"6912 00 29";10;-- Los demás;9626
9631;"691200810010";4;"";0;- Los demás;9625
9632;"691200810080";5;"6912 00 81";10;-- De barro ordinario;9631
9633;"691200830080";5;"6912 00 83";10;-- De gres;9631
9634;"691200850080";5;"6912 00 85";10;-- De loza o de barro fino;9631
9635;"691200890080";5;"6912 00 89";10;-- Los demás;9631
9636;"691300000080";3;"6913";4;Estatuillas y demás artículos para adorno, de cerámica;9598
9637;"691310000080";4;"6913 10 00";10;- De porcelana;9636
9638;"691390000080";4;"6913 90";7;- Los demás;9636
9639;"691390100080";5;"6913 90 10";10;-- De barro ordinario;9638
9640;"691390930010";5;"";0;-- Los demás;9638
9641;"691390930080";6;"6913 90 93";10;--- De loza o de barro fino;9640
9642;"691390980080";6;"6913 90 98";10;--- Los demás;9640
9643;"691400000080";3;"6914";4;Las demás manufacturas de cerámica;9598
9644;"691410000080";4;"6914 10 00";10;- De porcelana;9643
9645;"691490000080";4;"6914 90 00";10;- Las demás;9643
9646;"700021000090";2;"70";2;CAPÍTULO 70 - VIDRIO Y SUS MANUFACTURAS;9483
9647;"700100000080";3;"7001 00";7;"Calcín y demás desperdicios y desechos de vidrio, excepto el vidrio de tubos de rayos catódicos y demás vidrios activados de la partida 8549; vidrio en masa";9646
9648;"700100100080";4;"7001 00 10";10;- Desperdicios y desechos de vidrio;9647
9649;"700100910010";4;"";0;- Vidrio en masa;9647
9650;"700100910080";5;"7001 00 91";10;-- Vidrio óptico;9649
9651;"700100990080";5;"7001 00 99";10;-- Los demás;9649
9652;"700200000080";3;"7002";4;Vidrio en bolas (excepto las microesferas de la partida 7018), barras, varillas o tubos, sin trabajar;9646
9653;"700210000080";4;"7002 10 00";10;- Bolas;9652
